# COLLAPSE_WIDTH
# Pixel Type Legend -1:background 0:surface 1:volume_data 2:surface_data 3:particle_data 4:iso_data 99:Mixed
# 1:j-pixel  2:type      3:x-avg      4:y-avg      5:z-avg    6:average        7:min        8:max
        170       1   -0.0193441     0.721891   -0.0283342     0.754809     0.746497     0.761736
        171       1   -0.0245376     0.711504   -0.0283342     0.750837     0.742687     0.757926
        172       1   -0.0245376     0.701118   -0.0283342      0.74704     0.738878     0.754116
        173       1   -0.0193441     0.690731   -0.0283342     0.742108     0.731259     0.750307
        174       1   0.00142971     0.680344   -0.0283342     0.737096     0.727449     0.746497
        175       1   0.00142971     0.669957   -0.0283342     0.733286     0.723639     0.742687
        176       1   0.00142971      0.65957   -0.0283342     0.730113      0.71983     0.738878
        177       1   0.00142971     0.649183   -0.0283342     0.726057      0.71602     0.735068
        178       1  -0.00895721     0.638796   -0.0283342     0.720648      0.71221     0.731259
        179       1   -0.0193441     0.628409   -0.0283342     0.715963     0.704591     0.727449
        180       1   -0.0193441     0.618022   -0.0283342     0.712739     0.704591     0.723639
        181       1   -0.0245376     0.607635   -0.0283342     0.709927     0.700782      0.71983
        182       1   -0.0245376     0.597248   -0.0283342     0.706446     0.693162      0.71602
        183       1   -0.0193441     0.586861   -0.0283342     0.698905     0.689353     0.708401
        184       1  -0.00895721     0.576474   -0.0283342     0.695051     0.685543     0.704591
        185       1   0.00142971     0.566088   -0.0283342      0.69206     0.681733     0.700782
        186       1   0.00142971     0.555701   -0.0283342     0.689271     0.677924     0.696972
        187       1   0.00142971     0.545314   -0.0283342     0.686563     0.677924     0.696972
        188       1   0.00142971     0.534927   -0.0283342        0.684     0.674114     0.693162
        189       1   0.00142971      0.52454   -0.0283342     0.681198     0.670304     0.689353
        190       1  -0.00895721     0.514153   -0.0283342     0.678125     0.670304     0.685543
        191       1    -0.040118     0.503766   -0.0283342     0.674215     0.666495     0.681733
        192       1   -0.0505049     0.493379   -0.0283342     0.669297     0.658876     0.674114
        193       1   -0.0505049     0.482992   -0.0283342     0.664152     0.658876     0.670304
        194       1   -0.0505049     0.472605   -0.0283342     0.658617     0.651256     0.662685
        195       1   -0.0505049     0.462218   -0.0283342     0.653819     0.647447     0.658876
        196       1    -0.040118     0.451831   -0.0283342     0.649336     0.643637     0.655066
        197       1   -0.0193441     0.441444   -0.0283342     0.645054     0.639827     0.651256
        198       1  -0.00895721     0.431057   -0.0283342     0.641118     0.636018     0.647447
        199       1   0.00142971     0.420671   -0.0283342     0.637334     0.632208     0.643637
        200       1   0.00142971     0.410284   -0.0283342     0.633719     0.628399     0.639827
        201       1   0.00142971     0.399897   -0.0283342     0.630155     0.624589     0.636018
        202       1   0.00142971      0.38951   -0.0283342     0.626308     0.620779     0.632208
        203       1  -0.00895721     0.379123   -0.0283342     0.622372      0.61697     0.628399
        204       1   -0.0297311     0.368736   -0.0283342     0.618342      0.61316     0.624589
        205       1    -0.040118     0.358349   -0.0283342     0.614287      0.60935      0.61697
        206       1   -0.0505049     0.347962   -0.0283342     0.610389     0.605541      0.61697
        207       1   -0.0505049     0.337575   -0.0283342     0.606794     0.601731      0.61316
        208       1   -0.0505049     0.327188   -0.0283342     0.603406     0.597921      0.60935
        209       1   -0.0505049     0.316801   -0.0283342     0.599987     0.594112     0.605541
        210       1   -0.0505049     0.306414   -0.0283342     0.596058     0.590302     0.605541
        211       1   -0.0297311     0.296027   -0.0283342     0.591694     0.586493     0.597921
        212       1   -0.0141507     0.285641   -0.0283342     0.587382     0.578873     0.594112
        213       1   0.00142971     0.275254   -0.0283342     0.583174     0.571254     0.590302
        214       1   0.00142971     0.264867   -0.0283342     0.579459     0.571254     0.586493
        215       1   0.00142971      0.25448   -0.0283342     0.576203     0.571254     0.582683
        216       1   0.00142971     0.244093   -0.0283342     0.573074     0.567444     0.578873
        217       1   0.00142971     0.233706   -0.0283342     0.569604     0.563635     0.575064
        218       1  -0.00376375     0.223319   -0.0283342      0.56554     0.556016     0.571254
        219       1   -0.0193441     0.212932   -0.0283342     0.560946     0.552206     0.567444
        220       1    -0.040118     0.202545   -0.0283342     0.556513     0.548396     0.563635
        221       1   -0.0505049     0.192158   -0.0283342     0.552193     0.540777     0.559825
        222       1   -0.0505049     0.181771   -0.0283342     0.548503     0.540777     0.556016
        223       1   -0.0505049     0.171384   -0.0283342     0.545412     0.536967     0.552206
        224       1   -0.0505049     0.160997   -0.0283342     0.542483     0.533158     0.548396
        225       1   -0.0505049     0.150611   -0.0283342     0.538926     0.529348     0.548396
        226       1   -0.0505049     0.140224   -0.0283342      0.53494     0.525538     0.544587
        227       1   -0.0297311     0.129837   -0.0283342     0.530589     0.521729     0.540777
        228       1  -0.00895721      0.11945   -0.0283342     0.526294     0.517919     0.533158
        229       1   0.00142971     0.109063   -0.0283342     0.522113       0.5103     0.529348
        230       1   0.00142971    0.0986759   -0.0283342     0.518442       0.5103     0.525538
        231       1   0.00142971     0.088289   -0.0283342     0.515375      0.50649     0.521729
        232       1   0.00142971    0.0779021   -0.0283342     0.512258      0.50649     0.517919
        233       1   0.00142971    0.0675152   -0.0283342     0.508896     0.502681     0.517919
        234       1   0.00142971    0.0571282   -0.0283342     0.505187     0.498871      0.51411
        235       1   -0.0193441    0.0467413   -0.0283342     0.500936     0.495061       0.5103
        236       1   -0.0349245    0.0363544   -0.0283342     0.496809     0.487442      0.50649
        237       1   -0.0505049    0.0259675   -0.0283342     0.492725     0.483633     0.498871
        238       1   -0.0505049    0.0155805   -0.0283342     0.489054     0.479823     0.495061
        239       1   -0.0505049   0.00519362   -0.0283342     0.485811     0.479823     0.491252
        240       1   -0.0505049   -0.0051933   -0.0283342     0.483261     0.476013     0.491252
        241       1   -0.0505049   -0.0155802   -0.0283342     0.480062     0.472204     0.487442
        242       1   -0.0505049   -0.0259672   -0.0283342     0.476486     0.468394     0.483633
        243       1   -0.0349245   -0.0363541   -0.0283342      0.47245     0.464584     0.479823
        244       1   -0.0193441    -0.046741   -0.0283342     0.468419     0.460775     0.476013
        245       1   0.00142971   -0.0571279   -0.0283342     0.464458     0.456965     0.472204
        246       1   0.00142971   -0.0675148   -0.0283342      0.46092     0.453155     0.468394
        247       1   0.00142971   -0.0779018   -0.0283342     0.457821     0.453155     0.464584
        248       1   0.00142971   -0.0882887   -0.0283342     0.455259     0.449346     0.460775
        249       1   0.00142971   -0.0986756   -0.0283342     0.452431     0.445536     0.456965
        250       1   0.00142971    -0.109063   -0.0283342     0.449207     0.441727     0.456965
        251       1  -0.00895721    -0.119449   -0.0283342     0.445524     0.437917     0.453155
        252       1   -0.0297311    -0.129836   -0.0283342     0.441701     0.434107     0.449346
        253       1   -0.0505049    -0.140223   -0.0283342     0.437873     0.430298     0.445536
        254       1   -0.0505049     -0.15061   -0.0283342     0.434466     0.430298     0.441727
        255       1   -0.0505049    -0.160997   -0.0283342     0.431551     0.426488     0.437917
        256       1   -0.0505049    -0.171384   -0.0283342     0.429252     0.426488     0.434107
        257       1   -0.0505049    -0.181771   -0.0283342     0.426337     0.422678     0.430298
        258       1   -0.0505049    -0.192158   -0.0283342     0.423377     0.418869     0.430298
        259       1    -0.040118    -0.202545   -0.0283342     0.419958     0.415059     0.426488
        260       1   -0.0193441    -0.212932   -0.0283342     0.416489      0.41125     0.422678
        261       1  -0.00376375    -0.223319   -0.0283342     0.413003      0.40744     0.418869
        262       1   0.00142971    -0.233706   -0.0283342     0.409801      0.40363     0.415059
        263       1   0.00142971    -0.244093   -0.0283342     0.406722      0.40363      0.41125
        264       1   0.00142971    -0.254479   -0.0283342     0.404361     0.399821      0.41125
        265       1   0.00142971    -0.264866   -0.0283342     0.401962     0.396011      0.40744
        266       1   0.00142971    -0.275253   -0.0283342     0.398889     0.396011      0.40363
        267       1   -0.0141507     -0.28564   -0.0283342     0.395582     0.392201      0.40363
        268       1   -0.0297311    -0.296027   -0.0283342     0.392227     0.388392     0.399821
        269       1   -0.0505049    -0.306414   -0.0283342      0.38887     0.384582     0.396011
        270       1   -0.0505049    -0.316801   -0.0283342     0.386137     0.380772     0.392201
        271       1   -0.0505049    -0.327188   -0.0283342     0.383209     0.380772     0.388392
        272       1   -0.0505049    -0.337575   -0.0283342     0.380602     0.376963     0.384582
        273       1   -0.0505049    -0.347962   -0.0283342     0.378121     0.373153     0.384582
        274       1    -0.040118    -0.358349   -0.0283342     0.375124     0.369344     0.380772
        275       1   -0.0297311    -0.368736   -0.0283342     0.371906     0.369344     0.376963
        276       1  -0.00895721    -0.379123   -0.0283342     0.368689     0.365534     0.373153
        277       1   0.00142971    -0.389509   -0.0283342     0.365635     0.361724     0.369344
        278       1   0.00142971    -0.399896   -0.0283342     0.362795     0.357915     0.369344
        279       1   0.00142971    -0.410283   -0.0283342     0.360156     0.354105     0.365534
        280       1   0.00142971     -0.42067   -0.0283342     0.357153     0.354105     0.361724
        281       1  -0.00895721    -0.431057   -0.0283342     0.354357     0.350295     0.357915
        282       1   -0.0193441    -0.441444   -0.0283342     0.351253     0.346486     0.357915
        283       1    -0.040118    -0.451831   -0.0283342     0.347934     0.342676     0.354105
        284       1   -0.0505049    -0.462218   -0.0283342     0.344313     0.338867     0.350295
        285       1   -0.0505049    -0.472605   -0.0283342     0.340176     0.335057     0.346486
        286       1   -0.0505049    -0.482992   -0.0283342     0.335712     0.331247     0.342676
        287       1   -0.0505049    -0.493379   -0.0283342     0.331298     0.327438     0.342676
        288       1    -0.040118    -0.503766   -0.0283342      0.32723     0.319818     0.338867
        289       1  -0.00895721    -0.514153   -0.0283342     0.323748     0.316009     0.331247
        290       1   0.00142971    -0.524539   -0.0283342     0.321153     0.312199     0.327438
        291       1   0.00142971    -0.534926   -0.0283342     0.318874     0.312199     0.323628
        292       1   0.00142971    -0.545313   -0.0283342     0.316399     0.308389     0.323628
        293       1   0.00142971      -0.5557   -0.0283342     0.314233     0.308389     0.319818
        294       1   0.00142971    -0.566087   -0.0283342     0.311941      0.30458     0.319818
        295       1  -0.00895721    -0.576474   -0.0283342     0.309063      0.30077     0.316009
        296       1   -0.0193441    -0.586861   -0.0283342       0.3056     0.296961     0.312199
        297       1   -0.0245376    -0.597248   -0.0283342     0.299162     0.293151     0.308389
        298       1   -0.0245376    -0.607635   -0.0283342     0.296134     0.289341      0.30077
        299       1   -0.0193441    -0.618022   -0.0283342     0.293692     0.285532      0.30077
        300       1   -0.0193441    -0.628409   -0.0283342     0.290871     0.281722     0.296961
        301       1  -0.00895721    -0.638796   -0.0283342     0.286716     0.277912     0.293151
        302       1   0.00142971    -0.649183   -0.0283342     0.281867     0.270293     0.289341
        303       1   0.00142971    -0.659569   -0.0283342     0.278189     0.270293     0.285532
        304       1   0.00142971    -0.669956   -0.0283342     0.275236     0.270293     0.281722
        305       1   0.00142971    -0.680343   -0.0283342     0.271962     0.266484     0.277912
        306       1   -0.0193441     -0.69073   -0.0283342     0.267447     0.258864     0.274103
        307       1   -0.0245376    -0.701117   -0.0283342     0.263078     0.255055     0.270293
        308       1   -0.0245376    -0.711504   -0.0283342     0.259665     0.255055     0.266484
        309       1   -0.0193441    -0.721891   -0.0283342     0.255961     0.251245     0.262674
        310       1  -0.00895721    -0.732278   -0.0283342     0.251742     0.247435     0.258864
        311       1   0.00142971    -0.742665   -0.0283342     0.247316     0.239816     0.251245
        312       1   0.00142971    -0.753052   -0.0283342      0.24292     0.236006     0.247435
        313       1  -0.00895721    -0.763439   -0.0283342     0.238821     0.232197     0.243626
        314       1   -0.0245376    -0.773826   -0.0283342     0.233988     0.228387     0.239816
        315       1   -0.0193441    -0.784213   -0.0283342     0.226429     0.220768     0.232197
        316       1  -0.00895721      -0.7946   -0.0283342     0.220862     0.213149     0.228387
        317       1  -0.00895721    -0.804986   -0.0283342      0.21636     0.209339     0.224578
        318       1  -0.00895721    -0.815373   -0.0283342     0.212532     0.205529     0.220768
        319       1   0.00142971     -0.82576   -0.0283342     0.207576      0.20172     0.213149
        320       1   0.00142971    -0.836147   -0.0283342     0.198836     0.194101     0.205529
        321       1  -0.00376375    -0.846534   -0.0283342     0.193577     0.186481      0.20172
        322       1  -0.00895721    -0.856921   -0.0283342     0.185102     0.178862     0.190291
        323       1  -0.00895721    -0.867308   -0.0283342     0.178421     0.171243     0.182672
        324       1  -0.00376375    -0.877695   -0.0283342     0.170372     0.163623     0.175052
        325       1   0.00142971    -0.888082   -0.0283342     0.161823     0.156004     0.167433
        326       1  -0.00895721    -0.898469   -0.0283342     0.153139     0.144575     0.159814
        327       1  -0.00895721    -0.908856   -0.0283342     0.142793     0.136956     0.148385
        328       1   0.00142971    -0.919243   -0.0283342     0.132139     0.125527     0.136956
        329       1  -0.00895721     -0.92963   -0.0283342     0.117247     0.110289     0.121718
        330       1  -0.00895721    -0.940016   -0.0283342     0.107751     0.102669     0.114098
        331       1   0.00142971    -0.950403   -0.0283342    0.0911586    0.0874308    0.0950501
        332       1  -0.00895721     -0.96079   -0.0283342    0.0739051    0.0683827    0.0798116
        333       1   0.00142971    -0.971177   -0.0283342    0.0562863    0.0531442    0.0607634
        334       1  -0.00376375    -0.981564   -0.0283342    0.0372875     0.034096    0.0379056
        335       1   0.00142971    -0.991951   -0.0283342    0.0171447    0.0150478    0.0188575
